"genes"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"ENSG00000156535"	"CD109"	-1.90160880562878	0.0971330865076297	-5.76279136602135	1.23857843548869e-08	1.18085600651403e-06	9.38902512647606
"ENSG00000143294"	"PRCC"	-0.385893462889118	6.01358999829695	-5.76159872492122	1.2469655010983e-08	1.18142187694682e-06	8.73855064761273
"ENSG00000163444"	"TMEM183A"	-0.355717420613594	6.13822134460617	-5.74895036390169	1.33938636534117e-08	1.26110297591347e-06	8.66792470286012
"ENSG00000148484"	"RSU1"	-0.440871822538352	5.44605285350774	-5.74263950259312	1.38796020812659e-08	1.29877091327105e-06	8.66679083567534
"ENSG00000095739"	"BAMBI"	-2.06057640716519	-1.06716232844998	-5.73873768378522	1.41884539884122e-08	1.31952622092233e-06	9.27227645929804
"ENSG00000080854"	"IGSF9B"	-1.64980014035265	-2.74492425769281	-5.72469683352734	1.53562100496869e-08	1.41941943989758e-06	9.1845100464577
"ENSG00000143761"	"ARF1"	-0.353329947289545	9.10937344170599	-5.72030497559158	1.57403103606993e-08	1.44610524095661e-06	8.60609005302432
"ENSG00000204977"	"TRIM13"	0.46201051335185	4.41868064231417	5.71798255072777	1.59471870417206e-08	1.45628559256291e-06	8.64184025803219
"ENSG00000174915"	"PTDSS2"	0.400352056057871	4.78720844745339	5.70877387242358	1.67938394508882e-08	1.5244180373414e-06	8.54552493018839
"ENSG00000179774"	"ATOH7"	-1.41088957659116	-3.87840338198843	-5.69964310410199	1.76764546091339e-08	1.59498437749917e-06	9.03309024842254
"ENSG00000127124"	"HIVEP3"	-1.34240678761719	0.873957182020187	-5.68810609262127	1.88564065709027e-08	1.6913861964989e-06	8.97536460488516
"ENSG00000149716"	"LTO1"	0.395238603712168	4.50804914233291	5.68500841231324	1.91860569472845e-08	1.71083198390521e-06	8.44232652069513
"ENSG00000136100"	"VPS36"	0.503694544689312	5.81207603675598	5.67941503233702	1.97955560287133e-08	1.7548586774226e-06	8.29394832128461
"ENSG00000140451"	"PIF1"	0.970130359449673	4.35019285574059	5.67187868195226	2.06466455037803e-08	1.81966569297562e-06	8.42623158762582
"ENSG00000105290"	"APLP1"	-1.79678660525718	-0.859563064873655	-5.66928156081775	2.09481083159797e-08	1.83556285527131e-06	8.90469727509073
"ENSG00000138829"	"FBN2"	-1.87167927286206	-1.77950253271324	-5.65720020214621	2.24076837732321e-08	1.952172863899e-06	8.84080716407052
"ENSG00000130005"	"GAMT"	0.819220759528391	3.5298642481826	5.64840996060413	2.35313470193718e-08	2.03835251123804e-06	8.42253456373559
"ENSG00000157259"	"GATAD1"	0.403236067849633	5.24275080223201	5.64575172494568	2.38818138280432e-08	2.05695690806424e-06	8.14751490378651
"ENSG00000197872"	"CYRIA"	1.18970709684761	5.76401605175049	5.64276463263178	2.42816966823065e-08	2.07958327687618e-06	8.11463848466003
"ENSG00000101493"	"ZNF516"	-2.00236860722743	-0.35079896318188	-5.64081354893845	2.4546396862643e-08	2.09044286539778e-06	8.74972315367312
"ENSG00000213213"	"CCDC183"	0.660473699581996	2.14804818954619	5.63232561550149	2.5730969667846e-08	2.16919566835509e-06	8.56501561036472
